calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
AV. MICHOACAN,28,2,1,2,Falta de infraestructura,Sí,En movimiento,Hombre,5,3
AV. MICHOACAN,20,1,5,10,Llevar prisa,No,,Hombre,4,9
AV BENITO JUAREZ,39,3,1,2,Fala mecánica de bici,No,,Mujer,7,4
SANTA CRUZ MENEHUALCO,19,5,1,2,Fala mecánica de bici,No,,Hombre,4,3
SANTA CRUZ MEYEHUALCO,18,1,5,10,Fala mecánica de bici,No,,Hombre,5,2
EL VERGEL,33,3,1,5,Llevar prisa,No,,Mujer,5,9
CALZADA IGNACIO ZARAGOZA,83,4,1,2,Lesión o incapacidad,No,,Hombre,3,2
CALZADA IGNACIO ZARAGOZA,23,1,4,4,Llevar prisa,No,,Mujer,5,4
CALZADA IGNACIO ZARAGOZA,34,1,4,4,Llevar prisa,Sí,Estacionada,Mujer,4,4
NI?OS HEROES,32,1,4,4,Clima,No,,Hombre,4,3
AV 506,20,2,7,4,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
AV 506,68,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,3,2
FRANCISCO MORAZAN,50,3,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
FRANCISCO MORAZAN,18,1,7,6,Fala mecánica de bici,Sí,Estacionada,Hombre,5,6
AV 506,19,3,1,2,Clima,Sí,En movimiento,Hombre,5,2
AV 606,18,2,4,8,Cambio de trabajo,Sí,Estacionada,Hombre,4,2
AV SUR 12,55,1,2,1,Lesión o incapacidad,Sí,En movimiento,Hombre,5,9
AV SUR 12,22,1,2,1,Lesión o incapacidad,No,,Hombre,5,1
NI?OS HEROES,38,1,4,4,Clima,Sí,Estacionada,Hombre,5,3
NI?OS HEROES,50,3,1,2,Lesión o incapacidad,Sí,Estacionada,Mujer,5,1
AV. JALISCO,17,3,1,2,Recorrido muy largo,No,,Mujer,5,2
AV. JALISCO,19,3,1,2,Recorrido muy largo,No,,Mujer,7,3
CALZADA IGNACIO ZARAGOZA,29,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
AVILA CAMACHO,37,1,3,5,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
ARENAL,26,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
AV. NUEVO LEON,34,2,1,2,Lesión o incapacidad,No,,Mujer,98,3
SAN PEDRO ACTOPAN,32,1,2,1,Fala mecánica de bici,No,,Mujer,7,3
MELCHOR OCAMPO,42,1,4,4,Lesión o incapacidad,No,,Hombre,5,2
AV CAMINO A NATIVITAS,68,1,7,9,Ningún motivo,Sí,Estacionada,Hombre,4,9
AV CAMINO NATIVITAS,27,2,7,8,Ningún motivo,Sí,Estacionada,Hombre,5,1
AV 16 DE SEPTIEMBRE,18,2,1,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,9
CARRETERA A SAN PABLO,63,7,1,2,Lesión o incapacidad,No,,Hombre,3,2
CARRETERA A TOPILEJO,23,2,1,2,Cambio de trabajo,No,,Hombre,4,3
VASCO DE QUIROGA,46,2,1,2,Ningún motivo,No,,Hombre,4,4
POSTA,19,1,2,1,Inseguridad,No,,Hombre,5,3
CALZADA DESIERTO DE LOS LEONES,24,7,7,6,Lesión o incapacidad,No,,Hombre,8,3
CALZADA DESIERTO DE LOS LEONES,37,2,1,2,Fala mecánica de bici,No,,Hombre,4,2
AV. DE LAS CULTURAS,30,2,2,1,Cambio de trabajo,Sí,Estacionada,Hombre,3,3
FAJA DE ORO,56,3,1,2,Inseguridad,Sí,Estacionada,Hombre,5,4
FAJA DE ORO,60,2,2,8,Falta de infraestructura,No,,Hombre,4,3
EL ROSARIO,35,1,2,1,Lesión o incapacidad,Sí,Estacionada,Mujer,4,2
EL ROSARIO,37,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,3
AV. DE LAS CULTURAS,28,1,2,1,Cambio de trabajo,No,,Hombre,6,4
CAMINO A NEXTENGO,43,1,4,4,Falta de infraestructura,Sí,Estacionada,Mujer,4,2
FAJA DE ORO,55,2,1,2,Clima,No,,Hombre,4,2
FAJA DE ORO,73,1,2,1,Llevar prisa,No,,Hombre,5,3
AV. CUITLAHUAC,68,4,4,1,Fala mecánica de bici,Sí,Estacionada,Hombre,1,3
CAMARONES,47,4,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,1
CAMARONES,63,2,1,2,Fala mecánica de bici,No,,Hombre,3,2
CALZADA ERMITA IZTAPALAPA,22,2,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
CALZADA ERMITA IZTAPALAPA,29,2,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,5,4
AV DR JESÚS MARÍA VERTIZ,32,1,7,6,Fala mecánica de bici,Sí,Estacionada,Hombre,8,3
INDEPENDENCIA,21,1,2,1,Lesión o incapacidad,No,,Mujer,5,4
AV GUELATAO,48,4,1,2,Ningún motivo,No,,Hombre,4,3
AV GAVILAN,26,1,2,1,No haya bici disponible,Sí,Estacionada,Hombre,3,3
AV GAVILAN,21,2,1,2,Clima,Sí,Estacionada,Hombre,5,3
ERMITA IZTAPALAPA,56,2,1,2,Fala mecánica de bici,No,,Mujer,3,3
ARNESES,18,2,1,2,Cambio de trabajo,No,,Hombre,5,3
ARNESES,40,1,4,4,Lesión o incapacidad,No,,Mujer,5,3
ARNESES,30,1,2,1,Lesión o incapacidad,No,,Hombre,5,6
ARNESES,28,1,3,3,Fala mecánica de bici,No,,Hombre,5,9
CAMINO ANTIGUO A CULHUACAN,24,1,2,1,Ningún motivo,No,,Hombre,4,3
CAMINO ANGUA CULHUACAN,37,1,2,1,Fala mecánica de bici,No,,Hombre,4,2
SANTA CRUZ MANEHUALCO,28,1,4,4,Inseguridad,No,,Mujer,4,3
SANTA CRUZ MENEHUALCO,22,1,4,4,Lesión o incapacidad,No,,Hombre,5,3
AV. JALISCO,88,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,9
SANTA CRUZ MEYEHUALCO,25,4,2,1,Fala mecánica de bici,No,,Hombre,4,3
NI?OS HEROES,37,1,4,4,Clima,Sí,Estacionada,Mujer,4,3
CALZADA MEXICO TACUBA,40,1,7,9,Clima,Sí,Estacionada,Hombre,4,3
CAMINO DE SANTA TERESA,38,7,1,2,Recorrido muy largo,No,,Hombre,8,6
CARRILO PUERTO MARINA NACIONAL,60,1,2,1,Fala mecánica de bici,Sí,En movimiento,Hombre,8,3
CALZADA LEGARIA,60,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,1,4
BOULEVARD ADOLFOLOPEZ MATEOS,37,1,6,7,Clima,No,,Hombre,3,2
AV. FRANCISCO TLALTENCO,20,2,4,4,Clima,Sí,Estacionada,Hombre,4,2
AV. VILLA FRANQUEZA,56,7,2,1,Lesión o incapacidad,No,,Hombre,5,1
MARIANO MATAMOROS,31,1,2,1,Lesión o incapacidad,Sí,No contestó,Hombre,3,4
CAFRIL,30,1,7,6,Inseguridad,Sí,Estacionada,Hombre,5,9
AV. VILLA FRANQUEZA,45,2,1,2,Lesión o incapacidad,No,,Hombre,3,1
CARRIL,24,1,2,8,Cambio de trabajo,No,,Hombre,5,4
SCHILLER,42,3,1,2,Falta de infraestructura,No,,Mujer,8,6
AV EJERCITO NACIONAL,47,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
AV EJERCITO NACIONAL,32,2,1,2,Llevar prisa,No,,Hombre,10,6
AV. MARINA NACIONAL,23,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
AGUILAR Y SEJIAS,56,1,2,1,Lesión o incapacidad,No,,Hombre,8,3
AV. MARINA NACIONAL,20,3,1,2,No haya bici disponible,No,,Mujer,5,9
AV EJERCITO NACIONAL,64,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,5
AV EJERCITO NACIONAL,30,4,2,1,Recorrido muy largo,No,,Mujer,8,5
VOSGOS,27,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,5,3
REFORMA,16,1,4,4,Falta de infraestructura,No,,Hombre,5,2
LAGUNA DE MAYRAN,21,1,7,9,Inseguridad,Sí,Estacionada,Hombre,5,9
ANDRES BELLO,35,1,2,8,Clima,Sí,Estacionada,Mujer,8,3
PARQUE LIRA,51,2,7,8,Recorrido muy largo,Sí,Estacionada,Hombre,8,4
AV. REVOLUCION,45,1,2,1,Lesión o incapacidad,No,,Hombre,4,9
AV. REVOLUCION,23,1,2,1,Clima,No,,Mujer,5,9
AV. MORELOS,15,1,7,4,Recorrido muy largo,No,,Hombre,5,9
AV. MORELOS,40,5,1,2,Lesión o incapacidad,Sí,En movimiento,Hombre,3,1
AV MIGUEL HIDALGO,35,2,7,8,Recorrido muy largo,No,,Hombre,4,5
AV. JALISCO PONIENTE,30,1,3,3,Lesión o incapacidad,No contestó,,Mujer,4,2
LA TURBA,48,2,1,2,Lesión o incapacidad,No,,Hombre,4,3
AV ESPA?A,25,7,5,2,Cambio de trabajo,No,,Hombre,5,1
AV. CANAL DE MIRAMONTES,35,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,4
AV. CANAL DE MIRAMONTES,26,1,4,4,Clima,No,,Mujer,5,9
MANUEL SAENZ,28,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
MANUEL SAENZ,17,3,1,3,No haya bici disponible,No,,Mujer,4,9
JOSE SOTERO CASTAÑEDA,29,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,8,4
20 DE NOVIEMBRE,30,2,1,2,Fala mecánica de bici,Sí,Estacionada,Mujer,5,4
MANUEL MARIA CONTRERAS,26,1,2,1,Fala mecánica de bici,No,,Hombre,8,4
AV LOMA DE LA PALMA,18,1,2,1,Lesión o incapacidad,No,,Mujer,5,4
AV. DEL IMAN,60,1,7,9,Lesión o incapacidad,Sí,Estacionada,Hombre,8,1
ANTONIO DELFIN MADRIGAL,38,2,2,1,Cambio de trabajo,No,,Hombre,4,3
AV. SANTA FE,38,2,1,1,Llevar prisa,No,,Hombre,5,9
AV LOMA DE LA PALMA,59,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
JACARANDAS,20,2,1,2,Inseguridad,No,,Hombre,4,3
AV. SANTA FE,45,1,4,4,Llevar prisa,No,,Hombre,5,9
MELCHOR OCAMPO,41,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
EXTREMADURA,37,2,1,2,Ningún motivo,Sí,En movimiento,Hombre,3,3
ANEXAGORAS,30,2,2,8,Cambio de trabajo,No,,Hombre,4,3
AV PATRIOTISMO,43,2,1,2,Lesión o incapacidad,No,,Hombre,4,3
AV PATRIOTISMO,47,1,2,1,Llevar prisa,No,,Mujer,5,1
AV RICARDO FLORES MAGON,67,2,4,4,Inseguridad,Sí,Estacionada,Hombre,4,2
LERDO,47,7,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
JUVENTINO ROSAS,46,2,7,8,Inseguridad,Sí,En movimiento,Hombre,5,2
MOSQUETA,28,1,7,6,Ningún motivo,Sí,Estacionada,Mujer,5,4
LERDO,37,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,8,4
MOSQUETA,31,1,2,1,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
TENORIOS,38,1,2,8,Cambio de trabajo,Sí,Estacionada,Hombre,5,2
DZITAS,77,1,7,6,Lesión o incapacidad,No,,Hombre,4,2
CALZADA TENORIOS,35,7,1,2,Inseguridad,No,,Hombre,8,4
CARRETERA MEX- CUERNAVACA,64,2,1,1,Lesión o incapacidad,No,,Hombre,4,2
TENORIOS,22,7,1,2,Clima,No,,Hombre,8,9
BOULEVARD PICACHO AJUSCO Y TIZIMIN,61,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
BOULEVARD PICACHO AJUSCO Y TIZIMIN,48,2,1,2,Lesión o incapacidad,No,,Hombre,10,2
JOSE LOPEZ PORTILLO,20,7,1,2,Recorrido muy largo,No,,Mujer,5,4
POPOLNAH,30,1,2,1,Cambio de trabajo,No,,Hombre,4,3
AV. UNION,40,1,2,1,Fala mecánica de bici,No,,Hombre,5,4
JOSE LOPEZ PORTILLO,29,2,1,2,Fala mecánica de bici,No,,Hombre,5,4
JOSE LOPEZ PORTILLO,50,2,7,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
MORENA ACUEDUCTO,36,2,1,2,Cambio de trabajo,No,,Hombre,5,2
CAMINO REAL,19,3,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,1
CAMINO REAL,20,4,1,2,Ningún motivo,No,,Mujer,5,1
CAMINO REAL,28,2,1,2,Falta de infraestructura,No,,Mujer,5,1
CONGRESO DE LA UNION,22,7,1,4,Recorrido muy largo,No,,Mujer,4,9
ERNESTO P URUCHURTU,52,2,4,4,Fala mecánica de bici,Sí,Estacionada,Mujer,4,9
IGNACIO ZARAGOZA,43,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
FRANCISCO MORAZAN,38,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
AGRICULTURA,35,2,2,8,Clima,No,,Hombre,4,3
ERNESTO P URUCHURTU,26,4,1,4,Inseguridad,No,,Hombre,5,2
AV DEL TALLER,25,1,7,1,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
AV DEL TALLER,14,3,1,2,Fala mecánica de bici,No,,Hombre,3,9
TENOCTITLAN,32,3,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,5,4
AV TAHEL,64,1,4,4,Lesión o incapacidad,No,,Hombre,8,9
AV. PE?ON,67,4,1,2,Ningún motivo,Sí,Estacionada,Hombre,3,2
FRANCISCO MORAZAN,55,1,2,1,Inseguridad,No,,Hombre,3,4
FRANCISCO MORAZAN,63,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
CECILIO ROBELO,48,4,1,2,Lesión o incapacidad,No,,Hombre,5,2
ANILLO PERIFERICO,39,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
ANILO PERIFERICO,59,2,1,2,Inseguridad,No,,Hombre,8,6
AV. DE LAS TORRES,20,4,1,2,Recorrido muy largo,No,,Mujer,4,2
ANILLO PERIFERICO,60,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,3,2
ANILO PERIFERICO,26,1,2,1,Clima,Sí,Estacionada,Hombre,3,2
ANILLO PERIFERICO,51,2,7,6,Lesión o incapacidad,No,,Hombre,5,9
ARENAL,29,1,5,10,Ningún motivo,No,,Mujer,5,3
JOSEFA ORTIZ DE DOMINGUEZ,34,1,2,1,Cambio de trabajo,No,,Hombre,4,3
JOSEFA ORTIZ DE DOMINGUEZ,19,4,1,2,Lesión o incapacidad,No,,Hombre,5,3
SAN PEDRO ACTOPAN,34,2,1,2,Llevar prisa,Sí,Estacionada,Hombre,4,3
BENITO JUAREZ,55,2,1,2,Lesión o incapacidad,No,,Hombre,4,3
CARRETERA A SAN PABLO,35,2,1,2,Inseguridad,No,,Mujer,4,9
SAN JERONIMO,25,2,2,8,Ningún motivo,No,,Hombre,5,9
CAMINO DE STA TERESA,33,1,1,6,Clima,No,,Mujer,8,9
SAN JERONIMO,45,1,2,1,Ningún motivo,No,,Hombre,9,9
JERUSALEN,25,2,1,2,Fala mecánica de bici,No,,Hombre,3,2
CAMARONES,61,2,1,2,Lesión o incapacidad,No,,Hombre,4,3
AV. JARDIN,52,2,1,1,Ningún motivo,Sí,Estacionada,Hombre,4,1
AV. JARDIN,48,4,4,4,Clima,No,,Mujer,5,3
AV. JARDIN,60,2,2,1,Ningún motivo,No,,Hombre,3,2
PONIENTE 128,42,1,7,8,Clima,No,,Hombre,4,2
AV 606,28,5,1,2,Fala mecánica de bici,Sí,En movimiento,Hombre,8,9
AV 506,51,2,1,2,Llevar prisa,No,,Hombre,5,3
FRANCISCO MORAZAN,30,5,1,2,Lesión o incapacidad,No,,Hombre,5,3
SANTIAGO ATEPETLAC,23,2,5,5,Clima,No,,Mujer,5,3
JAIME NUNO,25,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,3,9
DR. IGNACIO MORONES PRIETO,18,3,1,2,Lesión o incapacidad,Sí,Estacionada,Mujer,5,9
DR. IGNACIO MORONES PRIETO,23,1,2,1,Inseguridad,Sí,Estacionada,Hombre,5,3
MIGUEL LERDO DE TEJADA,52,1,2,8,Ningún motivo,No,,Hombre,3,3
MIGUEL LERDO DE TEJADA,39,2,2,8,Cambio de trabajo,Sí,Estacionada,Hombre,5,3
MIGUEL LERDO DE TEJADA,25,1,2,1,Ningún motivo,No,,Mujer,7,4
FERROCARRIL HIDALGO HIDALGO,33,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
FERROCARRIL HIDALGO HIDALGO,76,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
FERROCARRIL HIDALGO HIDALGO,32,2,1,2,Lesión o incapacidad,No,,Hombre,5,4
FERROCARRIL HIDALGO HIDALGO,53,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,5,4
PONIENTE 134,12,3,1,2,Ningún motivo,No,,Hombre,4,9
OTHON DE MENDIZABAL OTE,48,2,2,8,Lesión o incapacidad,No,,Hombre,5,3
FERROCARRIL HIDALGO HIDALGO,73,1,4,4,Llevar prisa,No,,Hombre,3,1
FERROCARRIL HIDALGO HIDALGO,37,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
FERROCARRIL HIDALGO HIDALGO,47,1,2,1,Fala mecánica de bici,No,,Hombre,4,9
FERROCARRIL HIDALGO HIDALGO,34,1,5,5,Fala mecánica de bici,Sí,Estacionada,Hombre,5,4
EDUARDO MOLINA,40,1,5,10,Inseguridad,No,,Hombre,4,2
EDUARDO MOLINA,13,1,7,4,Lesión o incapacidad,No,,Hombre,4,9
EMILIANO ZAPATA,66,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
LAZARO CARDENAS,26,1,2,1,Clima,Sí,Estacionada,Hombre,4,3
LEON DE LOS ALDAMA,80,4,1,2,Lesión o incapacidad,No,,Hombre,4,3
LEON DE LOS ALDAMA,38,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
ACUEDUCTO DE GUADALUPE,21,2,7,6,Lesión o incapacidad,No,,Hombre,4,3
ACUEDUCTO DE GUADALUPE,54,2,1,2,Inseguridad,Sí,Estacionada,Hombre,4,3
RIO BAMBA,29,1,4,4,Lesión o incapacidad,No,,Hombre,5,9
RIO BAMBA,22,1,2,1,Inseguridad,No,,Mujer,3,3
DR. IGNACIO MORONES PRIETO,15,1,2,1,Llevar prisa,No,,Hombre,4,9
LAZARO CARDENAS,42,5,1,2,Recorrido muy largo,No,,Hombre,4,2
LAZARO CARDENAS,20,2,4,8,Clima,No,,Hombre,8,3
DR. IGNACIO MORONES PRIETO,28,1,5,7,Inseguridad,No,,Hombre,6,2
EDUARDO MOLINA,36,1,4,4,Inseguridad,Sí,Estacionada,Hombre,8,4
EDUARDO MOLINA,40,2,1,2,Lesión o incapacidad,No,,Hombre,8,3
EDUARDO MOLINA,50,2,1,2,Fala mecánica de bici,No,,Hombre,3,3
REFORMA,27,7,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,5
REFORMA,32,2,2,1,Ningún motivo,No,,Hombre,4,4
REFORMA,42,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,7,4
REFORMA,44,1,2,1,Lesión o incapacidad,No,,Hombre,8,6
AV TALISMAN,49,1,4,4,Lesión o incapacidad,No,,Hombre,3,3
AV SUR 12,30,4,1,2,Recorrido muy largo,No,,Mujer,7,3
PLAYA VILLA DEL MAR,24,1,2,1,Lesión o incapacidad,No,,Hombre,8,5
FRANCISCO VILLA,56,1,4,4,Fala mecánica de bici,No,,Hombre,4,3
BATALLA DE CALPULALPA,46,4,1,2,Clima,No,,Hombre,4,3
AV. FRANCISCO TLALTENCO,65,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
AV. FRANCISCO TLALTENCO,50,2,1,2,Inseguridad,Sí,Estacionada,Hombre,8,4
CALZADA IGNACIO ZARAGOZA,62,1,2,1,Lesión o incapacidad,No,,Hombre,3,9
AVILA CAMACHO,43,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
CALZADA DE LOS LEONES,27,4,1,4,Fala mecánica de bici,No,,Hombre,5,2
PROLONGACION REFORMA,18,2,1,2,Fala mecánica de bici,No,,Hombre,4,1
CAMINO A NEXTENGO,71,1,4,4,Clima,Sí,Estacionada,Hombre,4,1
CAMINO A NEXTENGO,20,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
CAMINO A NEXTENGO,52,1,4,4,Fala mecánica de bici,No,,Hombre,7,6
EL ROSARIO,30,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
ISABEL LA CATOLICA,66,1,4,9,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
SAN FRANCISCO,23,2,4,4,Recorrido muy largo,Sí,En movimiento,Hombre,5,4
AV. PLUTARCO ELIAS CALLES,50,2,1,2,Cambio de trabajo,Sí,En movimiento,Hombre,3,9
ISABEL LA CATOLICA,32,3,1,2,Lesión o incapacidad,No,,Hombre,8,2
ISABEL LA CATOLICA,24,2,2,8,Falta de infraestructura,Sí,Estacionada,Hombre,4,2
ISABEL LA CATOLICA,48,1,4,9,Clima,No,,Hombre,8,5
CAMARONES,51,1,7,4,Lesión o incapacidad,No,,Hombre,4,3
JERUSALEN,55,1,2,1,Lesión o incapacidad,No,,Hombre,4,1
JERUSALEN,59,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
AV. CUITLAHUAC,22,1,3,3,Falta de infraestructura,No,,Mujer,8,1
AV. CUITLAHUAC,56,7,1,4,Lesión o incapacidad,Sí,Estacionada,Hombre,8,6
CALZADA CAMARONES,50,2,2,8,Lesión o incapacidad,No,,Hombre,5,1
CALZADA CAMARONES,54,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,3,1
AV. DE LAS GRANJAS,28,1,2,1,Fala mecánica de bici,No,,Mujer,4,3
JERUSALEN,58,2,5,10,Fala mecánica de bici,Sí,Estacionada,Hombre,3,3
CAMINO DE STA TERESA,28,1,5,6,Lesión o incapacidad,No,,Hombre,8,6
EL ROSARIO,48,2,1,2,Recorrido muy largo,No,,Mujer,5,2
EL ROSARIO,27,7,1,2,Lesión o incapacidad,No,,Mujer,5,2
AV. DE LAS CULTURAS,48,1,2,1,Ningún motivo,No,,Hombre,3,2
INDEPENDENCIA,29,2,1,2,Lesión o incapacidad,No,,Hombre,8,3
AV. CERRO DE LAS TORRES,21,1,3,3,Fala mecánica de bici,No,,Hombre,8,2
AV. CERRO DE LAS TORRES,51,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,4,4
ANTONIO DELFIN MADRIGAL,33,1,4,4,Ningún motivo,Sí,Estacionada,Mujer,5,3
MELCHOR OCAMPO,18,1,3,3,Lesión o incapacidad,No,,Mujer,8,5
ANTONIO DELFIN MADRIGAL,24,3,1,7,Recorrido muy largo,No,,Mujer,8,3
MANUEL SAENZ,46,1,7,10,Lesión o incapacidad,No,,Hombre,3,4
MANUEL SAENZ,19,1,7,9,Lesión o incapacidad,No,,Hombre,4,9
AV DR JESÚS MARÍA VERTIZ,32,1,6,7,Clima,No,,Mujer,8,4
AV PATRIOTISMO,34,2,2,8,Llevar prisa,Sí,Estacionada,Hombre,4,1
JACARANDAS,40,3,1,2,Llevar prisa,No,,Hombre,8,4
AV RICARDO FLORES MAGON,18,3,1,2,Clima,No,,Hombre,5,2
AV RICARDO FLORES MAGON,36,1,3,3,Lesión o incapacidad,No,,Hombre,6,4
DIVISION DEL NORTE,43,1,2,1,Lesión o incapacidad,Sí,En movimiento,Hombre,5,3
AV. CANAL DE MIRAMONTES,32,1,5,10,Clima,No,,Hombre,5,4
SAN GUILLERMO,32,2,4,4,Clima,Sí,Estacionada,Mujer,5,2
AV LOMA DE LA PALMA,22,1,3,3,Inseguridad,No,,Hombre,8,4
SANTA ANA,21,1,3,3,Lesión o incapacidad,No,,Hombre,8,1
REY NEZAHUALCOYOTL,28,4,1,2,Inseguridad,No,,Hombre,4,3
ANTONIO DELFIN MADRIGAL,25,1,2,1,Cambio de trabajo,No,,Hombre,5,3
ANTONIO DELFIN MADRIGAL,19,3,1,2,Clima,No,,Mujer,8,2
LERDO,55,1,2,1,Clima,No,,Hombre,4,2
JOSE SOTERO CASTAÑEDA,40,2,1,2,Falta de infraestructura,No,,Hombre,8,3
MOSQUETA,50,1,5,10,Lesión o incapacidad,No,,Hombre,4,3
20 DE NOVIEMBRE,29,1,1,2,Lesión o incapacidad,Sí,En movimiento,Hombre,4,3
20 DE NOVIEMBRE,43,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
20 DE NOVIEMBRE,55,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,9
MOSQUETA,20,5,1,2,Lesión o incapacidad,No,,Hombre,7,9
BUCARELI,26,2,1,2,Clima,Sí,Estacionada,Hombre,4,2
REFORMA,26,1,2,1,Lesión o incapacidad,No,,Hombre,8,3
20 DE NOVIEMBRE,25,2,6,1,Ningún motivo,No,,Mujer,5,9
PONIENTE 134,21,2,1,2,Clima,Sí,Estacionada,Hombre,5,2
ACUEDUCTO DE GUADALUPE,30,2,2,8,Recorrido muy largo,Sí,Estacionada,Hombre,4,3
PONIENTE 134,18,2,6,7,Fala mecánica de bici,No,,Hombre,4,1
LAZARO CARDENAS,29,1,2,1,Llevar prisa,Sí,No contestó,Hombre,5,3
LAZARO CARDENAS,51,1,2,1,Recorrido muy largo,No,,Hombre,5,2
LAZARO CARDENAS,51,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,9,3
LEON DE LOS ALDAMA,65,4,1,2,Ningún motivo,Sí,En movimiento,Hombre,3,1
LEON DE LOS ALDAMA,24,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
DARIO FERNANDEZ,55,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
MIGUEL LERDO DE TEJADA,36,1,2,1,Lesión o incapacidad,No,,Hombre,7,3
MIGUEL LERDO DE TEJADA,65,2,2,8,Ningún motivo,Sí,Estacionada,Hombre,4,3
ACUEDUCTO DE GUADALUPE,14,7,1,2,Clima,No,,Hombre,5,9
FERNANDO AMILPA,60,1,2,1,Ningún motivo,Sí,En movimiento,Hombre,3,3
RIO BAMBA,19,1,2,1,Fala mecánica de bici,No,,Hombre,5,3
RIO BAMBA,32,2,2,8,Recorrido muy largo,No,,Hombre,4,2
REFORMA,22,1,2,8,Lesión o incapacidad,No,,Hombre,8,4
REFORMA,24,2,1,2,No contestó,Sí,En movimiento,Hombre,8,5
REFORMA,29,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,8,6
REFORMA,49,2,1,2,Lesión o incapacidad,No,,Hombre,4,3
REFORMA,38,1,2,1,Ningún motivo,No,,Hombre,8,6
CALZADA SAN JUAN DE ARAGON,25,1,2,1,Fala mecánica de bici,No,,Hombre,8,3
EMILIANO ZAPATA,50,1,3,5,Ningún motivo,Sí,Estacionada,Hombre,3,2
SANTIAGO ATEPETLAC,21,1,5,10,Inseguridad,No,,Mujer,7,9
BAJA CALIFORNIA,63,2,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,7,4
DR. IGNACIO MORONES PRIETO,29,1,3,3,Lesión o incapacidad,No,,Hombre,5,3
DR. IGNACIO MORONES PRIETO,16,1,2,1,Clima,Sí,En movimiento,Hombre,4,2
DR. IGNACIO MORONES PRIETO,21,2,1,2,Recorrido muy largo,No,,Mujer,7,9
